nom,etablissement,Date,adresse,commune,prix,coordonnees,prix min,prix max,prix unique,prix moyen
Carnets de là-bas,Salle des concerts - Cité de la Musique-Philharmonie,['Mardi 16 Avril : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
"Bach : Le Clavier bien tempéré, livre I",Maison de la Radio et de la Musique,['Mardi 16 Avril : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Les Invalides selon les sœurs Berthollet,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,['Mardi 16 Avril : 20h00'],"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
Júlia Pusker,Amphithéâtre - Cité de la Musique-Philharmonie,['Mercredi 17 Avril : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
"Bach : Le Clavier bien tempéré, livre II",Maison de la Radio et de la Musique,['Mercredi 17 Avril : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Sebastian Heindl,Amphithéâtre - Cité de la Musique-Philharmonie,['Jeudi 18 Avril : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Mozart : Concerto pour violon,Maison de la Radio et de la Musique,['Jeudi 18 Avril : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Münchner Philharmoniker et Renaud Capuçon,Grande salle Pierre Boulez - Philharmonie de Paris,['Vendredi 19 Avril : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Orchestre Hélios et Glen Rouxel,Église de la Madeleine,['Vendredi 19 Avril : 20h45'],"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)",22.0,44.0,,33.0
Reprendre son souffle !,Maison de la Radio et de la Musique,['Samedi 20 Avril : 17h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Quatuor Belcea et Nicolas Altstaedt,Théâtre des Champs-Élysées,['Dimanche 21 Avril : 11h00'],"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)",16.0,28.0,,22.0
Musiciens de l'Orchestre de Paris,Amphithéâtre - Cité de la Musique-Philharmonie,['Dimanche 21 Avril : 16h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
London Symphony Orchestra et Martha Argerich,Grande salle Pierre Boulez - Philharmonie de Paris,['Lundi 22 Avril : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Métamorphoses,Théâtre des Bouffes du Nord,['Lundi 22 Avril : 20h00'],"37 bis bd de la Chapelle, Paris, France",Paris 10e,unknown,"(2.358623, 48.884177)",,,unknown,unknown
Beethoven : Missa solemnis,Grande salle Pierre Boulez - Philharmonie de Paris,['Mardi 23 Avril : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
unknown,Théâtre de Corbeil-Essonnes,['Mardi 23 Avril : 20h30'],"20-22  rue Félicien Rops, Paris, France",Corbeil-Essonnes,10-28 €,"(2.353031, 48.819234)",10.0,28.0,,19.0
Yoav Levanon,Théâtre des Champs-Élysées,['Mercredi 24 Avril : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)",26.0,70.0,,48.0
Orchestre de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,"['Mercredi 24 Avril : 20h00', ' Jeudi 25 Avril : 20h00']","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Sabine Devieilhe et Mathieu Pordoy,Salle Gaveau,['Mercredi 24 Avril : 20h30'],"45 rue La Boétie, Paris, France",Paris 8e,unknown,"(2.314195, 48.873528)",,,unknown,unknown
Orchestre de chambre de Paris,Théâtre des Champs-Élysées,['Jeudi 25 Avril : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,15-52 €,"(2.303279, 48.865672)",15.0,52.0,,33.5
Debussy : La Mer,Maison de la Radio et de la Musique,['Jeudi 25 Avril : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Lisette Oropesa et Benjamin Bernheim,Théâtre des Champs-Élysées,['Vendredi 26 Avril : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown
Rachmaninov : Vêpres,Auditorium Patrick Devedjian - La Seine Musicale,['Vendredi 26 Avril : 20h00'],"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown
Bruckner : Symphonie n°6,Grande salle Pierre Boulez - Philharmonie de Paris,['Vendredi 26 Avril : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Orchestre Hélios et Glen Rouxel,Église de la Madeleine,['Vendredi 26 Avril : 20h45'],"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)",22.0,44.0,,33.0
"Mathieu Salama, airs pour Farinelli",Église Sainte-Élisabeth-de-Hongrie,['Samedi 27 Avril : 16h00'],"195 rue du Temple, Paris, France",Paris 3e,20-28 €,"(2.360839, 48.866005)",20.0,28.0,,24.0
« Platée » de Rameau,Opéra royal - Château de Versailles,['Samedi 27 Avril : 19h00'],"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,83-128 €,"(2.352558, 48.881934)",83.0,128.0,,105.5
Vous trouvez ça classique ? Les Noces de Figaro de Mozart,Auditorium Patrick Devedjian - La Seine Musicale,['Samedi 27 Avril : 19h00'],"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown
Yundi Li,Théâtre des Champs-Élysées,['Samedi 27 Avril : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)",26.0,70.0,,48.0
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,['Samedi 27 Avril : 20h45'],"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0
Monteverdi : Vêpres de San Marco,Chapelle royale - Château de Versailles,['Dimanche 28 Avril : 15h00'],"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,71-115 €,"(2.352558, 48.881934)",71.0,115.0,,93.0
Fabuleux,Auditorium Patrick Devedjian - La Seine Musicale,['Dimanche 28 Avril : 16h00'],"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown
Violette Erhart,Comédie Nation,['Dimanche 28 Avril : 19h00'],"77 rue de Montreuil, Paris, France",Paris 11e,16-22 €,"(2.431276, 48.85716)",16.0,22.0,,19.0
Orchestre Colonne et Mélanie Laurent,Théâtre des Champs-Élysées,['Dimanche 28 Avril : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown
« Elektra » de Strauss,Théâtre des Champs-Élysées,['Lundi 29 Avril : 19h30'],"15 avenue Montaigne, Paris, France",Paris 8e,33-115 €,"(2.303279, 48.865672)",33.0,115.0,,74.0
"Les Siècles, Jean-Efflam Bavouzet et Renaud Capuçon",Théâtre des Champs-Élysées,['Mardi 30 Avril : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,24-61 €,"(2.303279, 48.865672)",24.0,61.0,,42.5
Schumann : Concerto pour violoncelle,Maison de la Radio et de la Musique,['Mardi 30 Avril : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Pascal Amoyel,Église Saint-Victor de Guyancourt,['Mardi 30 Avril : 22h00'],"3 place de l'Église, Paris, France",Guyancourt,unknown,"(2.269176, 48.847311)",,,unknown,unknown
Orchestre Hélios et Chœur Hélios éphémère,Église Saint-Sulpice,['Mercredi 1er Mai : 20h45'],"Place Saint-Sulpice, Paris, France",Paris 6e,22-44 €,"(2.33352, 48.851186)",22.0,44.0,,33.0
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,['Vendredi 3 Mai : 20h45'],"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0
« La Walkyrie » de Wagner,Théâtre des Champs-Élysées,['Samedi 4 Mai : 18h00'],"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,['Samedi 4 Mai : 20h45'],"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0
Alexandra Dovgan,Théâtre des Champs-Élysées,['Dimanche 5 Mai : 11h00'],"15 avenue Montaigne, Paris, France",Paris 8e,16-28 €,"(2.303279, 48.865672)",16.0,28.0,,22.0
Le piano de Schumann,Grand Salon du Musée de l'Armée - Musée de l'Armée,['Lundi 6 Mai : 12h15'],"129 rue de Grenelle, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
Rafal Blechacz,Théâtre des Champs-Élysées,['Lundi 6 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)",26.0,70.0,,48.0
Haendel : Dixit Dominus,Auditorium Patrick Devedjian - La Seine Musicale,['Lundi 6 Mai : 20h00'],"1 île Seguin, Paris, France",Boulogne-Billancourt,unknown,"(2.365269, 48.891683)",,,unknown,unknown
Orchestre de Paris et Chœur de l'Orchestre de Paris,Grande salle Pierre Boulez - Philharmonie de Paris,"['Lundi 6 Mai : 20h00', ' Mardi 7 Mai : 20h00']","221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Mark Padmore et Julius Drake,Athénée Théâtre Louis-Jouvet,['Lundi 6 Mai : 20h00'],"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,24-31 €,"(2.329072, 48.87183)",24.0,31.0,,27.5
Bach / Brahms,Maison de la Radio et de la Musique,['Mardi 7 Mai : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Alla zingarese : le violon tzigane,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,['Mardi 7 Mai : 20h00'],"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,['Jeudi 9 Mai : 20h45'],"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)",22.0,44.0,,33.0
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,['Vendredi 10 Mai : 20h45'],"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0
"Bach chez Cioran, une tragédie angélique",La Scala Paris,['Lundi 13 Mai : 19h30'],"13 boulevard de Strasbourg, Paris, France",Paris 10e,unknown,"(2.354572, 48.870299)",,,unknown,unknown
Elena Bashkirova,Théâtre des Champs-Élysées,['Lundi 13 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)",26.0,70.0,,48.0
Alexandre Tharaud,Grande salle Pierre Boulez - Philharmonie de Paris,['Lundi 13 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Jouer Bach,Salle des concerts - Cité de la Musique-Philharmonie,['Lundi 13 Mai : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Duels à l'opéra,Grand Salon du Musée de l'Armée - Musée de l'Armée,['Lundi 13 Mai : 20h00'],"129 rue de Grenelle, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
Les Accents et solistes,Théâtre des Champs-Élysées,['Mardi 14 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,unknown,"(2.303279, 48.865672)",,,unknown,unknown
Hélène Grimaud,Salle des concerts - Cité de la Musique-Philharmonie,['Mardi 14 Mai : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Alice Sara Ott et Francesco Tristano,Maison de la Radio et de la Musique,['Mardi 14 Mai : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Romain Leleu et Thierry Escaich,Théâtre de Corbeil-Essonnes,['Mardi 14 Mai : 20h30'],"20-22  rue Félicien Rops, Paris, France",Corbeil-Essonnes,6-16 €,"(2.353031, 48.819234)",6.0,16.0,,11.0
Fazil Say,Théâtre des Champs-Élysées,['Mercredi 15 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,26-70 €,"(2.303279, 48.865672)",26.0,70.0,,48.0
Orchestre de Paris et Christiane Karg,Grande salle Pierre Boulez - Philharmonie de Paris,['Mercredi 15 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Orchestre de chambre de Paris et Javier Perianes,Théâtre des Champs-Élysées,['Jeudi 16 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,15-52 €,"(2.303279, 48.865672)",15.0,52.0,,33.5
Orchestre des amateurs de la Philharmonie de Paris,Salle des concerts - Cité de la Musique-Philharmonie,['Jeudi 16 Mai : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
« L'Olimpiade » de Cimarosa,Opéra royal - Château de Versailles,['Jeudi 16 Mai : 20h00'],"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,71-115 €,"(2.352558, 48.881934)",71.0,115.0,,93.0
Chopin : Concerto pour piano n°2,Maison de la Radio et de la Musique,['Jeudi 16 Mai : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Mahler : Symphonie n°5,Grande salle Pierre Boulez - Philharmonie de Paris,['Vendredi 17 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Musiciens de l'Orchestre de Paris,Salle des concerts - Cité de la Musique-Philharmonie,['Vendredi 17 Mai : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,['Vendredi 17 Mai : 20h45'],"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0
« Berenice » de Haendel,Théâtre des Champs-Élysées,['Mardi 21 Mai : 19h30'],"15 avenue Montaigne, Paris, France",Paris 8e,28-89 €,"(2.303279, 48.865672)",28.0,89.0,,58.5
Mozart : Messe en ut,Grande salle Pierre Boulez - Philharmonie de Paris,['Mardi 21 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Sur la route de Buenos Aires,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,['Mardi 21 Mai : 20h00'],"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
Ravel et l'Espagne,Théâtre des Champs-Élysées,['Mercredi 22 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,24-61 €,"(2.303279, 48.865672)",24.0,61.0,,42.5
Orchestre de chambre de Paris et Johanna Wallroth,Théâtre des Champs-Élysées,['Jeudi 23 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,15-52 €,"(2.303279, 48.865672)",15.0,52.0,,33.5
Arcadi Volodos,Grande salle Pierre Boulez - Philharmonie de Paris,['Jeudi 23 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
De Roméo et Juliette à West Side Story,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,['Jeudi 23 Mai : 20h00'],"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
Staatskapelle Dresden,Théâtre des Champs-Élysées,['Vendredi 24 Mai : 20h00'],"15 avenue Montaigne, Paris, France",Paris 8e,28-89 €,"(2.303279, 48.865672)",28.0,89.0,,58.5
Beethoven : L'Empereur,Maison de la Radio et de la Musique,['Vendredi 24 Mai : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Duruflé : Requiem,Basilique Sainte-Clotilde,['Vendredi 24 Mai : 20h00'],"23 bis rue Las Cases, Paris, France",Paris 7e,unknown,"(2.320259, 48.858502)",,,unknown,unknown
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,['Vendredi 24 Mai : 20h45'],"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0
Monteverdi Choir et Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,['Samedi 25 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Orchestre Hélios et Chœur Hélios éphémère,Église de la Madeleine,['Samedi 25 Mai : 20h45'],"Place de la Madeleine, Paris, France",Paris 8e,22-44 €,"(2.324455, 48.870062)",22.0,44.0,,33.0
Nature,Opéra Garnier,['Dimanche 26 Mai : 12h00'],"place de l'Opéra, Paris, France",Paris 9e,39-44 €,"(2.332168, 48.871117)",39.0,44.0,,41.5
Monteverdi Choir et Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,['Dimanche 26 Mai : 16h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Viva l'Orchestra !,Maison de la Radio et de la Musique,['Dimanche 26 Mai : 16h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Mozart : Grande Messe en ut,Chapelle royale - Château de Versailles,['Dimanche 26 Mai : 18h00'],"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,100-139 €,"(2.352558, 48.881934)",100.0,139.0,,119.5
Haydn : Les Saisons,Grande salle Pierre Boulez - Philharmonie de Paris,['Lundi 27 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Sheku Kanneh-Mason et Isata Kanneh-Mason,Salle des concerts - Cité de la Musique-Philharmonie,['Lundi 27 Mai : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Bohême,Le Studio - Philharmonie de Paris,['Lundi 27 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Sarah et Deborah Nemtanu,Grand Salon du Musée de l'Armée - Musée de l'Armée,['Lundi 27 Mai : 20h00'],"129 rue de Grenelle, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
Frederick Ballentine et Kunal Lahiri,Athénée Théâtre Louis-Jouvet,['Lundi 27 Mai : 20h00'],"7 rue Boudreau Square de l'Opéra Louis-Jouvet, Paris, France",Paris 9e,24-31 €,"(2.329072, 48.87183)",24.0,31.0,,27.5
Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,['Mardi 28 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Orchestre des lauréats du Conservatoire de Paris,Salle des concerts - Cité de la Musique-Philharmonie,['Mardi 28 Mai : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Stephen Tharp,Maison de la Radio et de la Musique,['Mardi 28 Mai : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Orchestre révolutionnaire et romantique,Grande salle Pierre Boulez - Philharmonie de Paris,['Mercredi 29 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Los Angeles Philharmonic et Maria Dueñas,Grande salle Pierre Boulez - Philharmonie de Paris,['Jeudi 30 Mai : 20h00'],"221 avenue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
Orchestre de chambre de Paris et Jonathan Biss,Salle des concerts - Cité de la Musique-Philharmonie,['Jeudi 30 Mai : 20h00'],"221 rue Jean-Jaurès, Paris, France",Paris 19e,unknown,"(2.393824, 48.889311)",,,unknown,unknown
unknown,Cathédrale Saint-Louis-des-Invalides - Hôtel National des Invalides,['Jeudi 30 Mai : 20h00'],"129 rue de Grenelle Hôtel National des Invalides, Paris, France",Paris 7e,unknown,"(2.312894, 48.85819)",,,unknown,unknown
« Tolomeo » de Haendel,Théâtre des Champs-Élysées,['Vendredi 31 Mai : 19h30'],"15 avenue Montaigne, Paris, France",Paris 8e,28-89 €,"(2.303279, 48.865672)",28.0,89.0,,58.5
« Les Boréades » de Rameau,Opéra royal - Château de Versailles,['Vendredi 31 Mai : 20h00'],"Place d'Armes entrée par la Grille d'Honneur, Paris, France",Versailles,83-128 €,"(2.352558, 48.881934)",83.0,128.0,,105.5
Ravel : La Valse,Maison de la Radio et de la Musique,['Vendredi 31 Mai : 20h00'],"116 avenue du Président Kennedy, Paris, France",Paris 16e,unknown,"(2.279529, 48.852149)",,,unknown,unknown
Verdi : Requiem,Opéra de Massy,['Vendredi 31 Mai : 20h00'],"1 place de France, Paris, France",Massy,unknown,"(2.387787, 48.831852)",,,unknown,unknown
Pergolèse : Stabat Mater,Auditorium Patrick Devedjian - La Seine Musicale,['Vendredi 31 Mai : 20h30'],"1 île Seguin, Paris, France",Boulogne-Billancourt,30-60 €,"(2.365269, 48.891683)",30.0,60.0,,45.0
Orchestre Hélios et Glen Rouxel,Église Saint-Germain-des-Prés,['Vendredi 31 Mai : 20h45'],"Place Saint-Germain des Prés, Paris, France",Paris 6e,22-44 €,"(2.333399, 48.854182)",22.0,44.0,,33.0
