Unnamed: 0;nom;etablissement;Date;adresse;commune;prix;date début;date fin;prix min;prix max;prix unique;prix moyen;Coordonnees
0;Tout va bien se passer;Comédie Saint-Martin;Du 9 octobre 2023 au 31 mars 2024;33 boulevard Saint-Martin;Paris 3e;11-76 €;2023-10-09;2024-03-31;11.0;76.0;;43.5;(48.868415, 2.358163)
1;L'Embarras du choix;Théâtre de la Gaîté-Montparnasse;Du 7 janvier 2022 au 30 juin 2024;26 rue de la Gaîté;Paris 14e;22-71 €;2022-01-07;2024-06-30;22.0;71.0;;46.5;(48.839319, 2.32317)
2;Chers parents;Théâtre de Paris;Du 11 octobre 2023 au 25 février 2024;15 rue Blanche;Paris 9e;33-48 €;2023-10-11;2024-02-25;33.0;48.0;;40.5;(48.878671, 2.331518)
3;Dernier coup de ciseaux;Théâtre des Mathurins;Du 9 juin 2021 au 18 mai 2024;36 rue des Mathurins;Paris 8e;16-97 €;2021-06-09;2024-05-18;16.0;97.0;;56.5;(48.873274, 2.325636)
4;Edmond;Théâtre du Palais-Royal;Du 17 août 2023 au 15 juin 2024;38 rue de Montpensier;Paris 1er;20-104 €;2023-08-17;2024-06-15;20.0;104.0;;62.0;(48.866057, 2.337508)
5;Une idée géniale;Théâtre Michel;Du 19 août 2022 au 31 décembre 2023;38 rue des Mathurins;Paris 8e;unknown;2022-08-19;2023-12-31;;;unknown;unknown;(48.873287, 2.32546)
6;C'est décidé, je deviens une connasse !;Comédie Oberkampf;Du 15 septembre 2023 au 5 mai 2024;115 rue du Chemin Vert;Paris 11e;11-49 €;2023-09-15;2024-05-05;11.0;49.0;;30.0;(48.861566, 2.382336)
7;Oublie-moi;Théâtre Actuel La Bruyère;Du 29 août 2023 au 30 mars 2024;5 rue La Bruyère;Paris 9e;26-54 €;2023-08-29;2024-03-30;26.0;54.0;;40.0;(48.878915, 2.33639)
8;La Maison du loup;Théâtre Rive Gauche;Du 14 septembre 2023 au 31 mars 2024;6 rue de la Gaîté;Paris 14e;20-88 €;2023-09-14;2024-03-31;20.0;88.0;;54.0;(48.84077, 2.324362)
9;Hernie fiscale;Comédie Saint-Martin;Du 12 octobre 2023 au 31 mars 2024;33 boulevard Saint-Martin;Paris 3e;18-76 €;2023-10-12;2024-03-31;18.0;76.0;;47.0;(48.868415, 2.358163)
10;Dîner de famille;Café de la Gare;Du 22 juin 2019 au 2 février 2025;41 rue du Temple;Paris 4e;18-29 €;2019-06-22;2025-02-02;18.0;29.0;;23.5;(48.859562, 2.353978)
11;Notre vie dans l'Art;Théâtre du Soleil - Cartoucherie;Du 6 décembre 2023 au 3 mars 2024;Route du Champ de Manœuvre;Paris 12e;16-39 €;2023-12-06;2024-03-03;16.0;39.0;;27.5;(48.835062, 2.450645)
12;Berlin Berlin;Théâtre Fontaine;Du 7 septembre 2023 au 28 avril 2024;10 rue Pierre-Fontaine;Paris 9e;24-53 €;2023-09-07;2024-04-28;24.0;53.0;;38.5;(48.880994, 2.334749)
13;Le Malade imaginaire;Théâtre des Champs-Élysées;Du 21 décembre 2023 au 7 janvier 2024;15 avenue Montaigne;Paris 8e;16 €;2023-12-21;2024-01-07;;;16.0;16.0;(48.865672, 2.303279)
14;Un chapeau de paille d'Italie;Théâtre de la Porte Saint-Martin;Du 27 septembre 2023 au 31 décembre 2023;18 boulevard Saint-Martin;Paris 10e;15-35 €;2023-09-27;2023-12-31;15.0;35.0;;25.0;(48.868965, 2.356716)
15;Mes copains d'abord;Le Grand Point Virgule;Du 2 juin 2023 au 30 avril 2024;8 bis rue de l'Arrivée;Paris 15e;18-49 €;2023-06-02;2024-04-30;18.0;49.0;;33.5;(48.843604, 2.322071)
16;Les femmes ont toujours raison les hommes n'ont jamais tort;Théâtre Le Passage vers les Étoiles;Du 17 septembre 2021 au 5 mai 2024;17 cité Joly;Paris 11e;14-55 €;2021-09-17;2024-05-05;14.0;55.0;;34.5;(48.862856, 2.382571)
17;La Machine de Turing;Théâtre du Palais-Royal;Du 18 août 2023 au 27 avril 2024;38 rue de Montpensier;Paris 1er;18-79 €;2023-08-18;2024-04-27;18.0;79.0;;48.5;(48.866057, 2.337508)
18;Un chalet à Gstaad;Théâtre des Nouveautés;Du 1 décembre 2023 au 28 janvier 2024;24 boulevard Poissonnière;Paris 9e;20-44 €;2023-12-01;2024-01-28;20.0;44.0;;32.0;(48.871361, 2.344899)
19;Cyrano de Bergerac;Comédie-Française - Salle Richelieu;Du 8 décembre 2023 au 8 avril 2024;place Colette;Paris 1er;unknown;2023-12-08;2024-04-08;;;unknown;unknown;(48.863335, 2.336271)
20;L'Heure des assassins;Théâtre du Lucernaire;Du 25 octobre 2023 au 21 janvier 2024;53 rue Notre-Dame-des-Champs;Paris 6e;unknown;2023-10-25;2024-01-21;;;unknown;unknown;(48.844242, 2.330403)
21;Changer l'eau des fleurs;Théâtre de la Renaissance;Du 17 août 2023 au 7 janvier 2024;20 boulevard Saint-Martin;Paris 10e;15-54 €;2023-08-17;2024-01-07;15.0;54.0;;34.5;(48.869011, 2.356402)
22;Pourquoi les femmes aiment les connards ?;La Grande Comédie;Du 22 novembre 2023 au 31 mars 2024;40 rue de Clichy;Paris 9e;10-30 €;2023-11-22;2024-03-31;10.0;30.0;;20.0;(48.898815, 2.306129)
23;La Note;Théâtre des Bouffes Parisiens;Du 21 septembre 2023 au 31 décembre 2023;4 rue Monsigny;Paris 2e;unknown;2023-09-21;2023-12-31;;;unknown;unknown;(48.868382, 2.335318)
24;L'Amour chez les autres;Théâtre Édouard VII;Du 18 janvier 2024 au 19 mai 2024;10 place Édouard VII;Paris 9e;30-75 €;2024-01-18;2024-05-19;30.0;75.0;;52.5;(48.871314, 2.329345)
25;Une bonne bière;Le Funambule Montmartre;Du 19 octobre 2023 au 25 février 2024;53 rue des Saules;Paris 18e;11-33 €;2023-10-19;2024-02-25;11.0;33.0;;22.0;(48.890751, 2.340416)
26;Le Voyage de Gulliver;Athénée Théâtre Louis-Jouvet;Du 21 décembre 2023 au 4 janvier 2024;7 rue Boudreau Square de l'Opéra Louis-Jouvet;Paris 9e;15-40 €;2023-12-21;2024-01-04;15.0;40.0;;27.5;(48.87183, 2.329072)
27;Le Bracelet;Théâtre des Nouveautés;Du 14 février 2024 au 5 mai 2024;24 boulevard Poissonnière;Paris 9e;20-79 €;2024-02-14;2024-05-05;20.0;79.0;;49.5;(48.871361, 2.344899)
28;Le Cercle des poètes disparus;Théâtre Antoine;Du 23 janvier 2024 au 31 mars 2024;14 boulevard de Strasbourg;Paris 10e;22-79 €;2024-01-23;2024-03-31;22.0;79.0;;50.5;(48.870599, 2.355207)
29;Le Coucou;Théâtre Edgar;Du 3 octobre 2023 au 14 mai 2024;58 boulevard Edgar-Quinet;Paris 14e;23-39 €;2023-10-03;2024-05-14;23.0;39.0;;31.0;(48.841509, 2.324432)
30;Révélations;Théâtre de Passy;Du 25 novembre 2023 au 16 mars 2024;95 rue de Passy;Paris 16e;14-46 €;2023-11-25;2024-03-16;14.0;46.0;;30.0;(48.858046, 2.275407)
31;Les gros patinent bien;Théâtre Saint-Georges;Du 15 septembre 2023 au 24 février 2024;51 rue Saint-Georges;Paris 9e;24-66 €;2023-09-15;2024-02-24;24.0;66.0;;45.0;(48.878145, 2.337392)
32;Arsène Lupin;Théâtre du Lucernaire;Du 8 novembre 2023 au 28 janvier 2024;53 rue Notre-Dame-des-Champs;Paris 6e;33-55 €;2023-11-08;2024-01-28;33.0;55.0;;44.0;(48.844242, 2.330403)
33;Et pendant ce temps, Simone veille !;Comédie Bastille;Du 13 mai 2017 au 30 juin 2024;5 rue Nicolas-Appert;Paris 11e;13-64 €;2017-05-13;2024-06-30;13.0;64.0;;38.5;(48.858841, 2.370225)
34;Stars d'un soir;La Grande Comédie;Du 19 octobre 2023 au 31 mars 2024;40 rue de Clichy;Paris 9e;14-98 €;2023-10-19;2024-03-31;14.0;98.0;;56.0;(48.898815, 2.306129)
35;C'est beau l'amour, mais ça part toujours en couilles !;La Comédie du Onzième;Du 14 octobre 2022 au 3 mars 2024;35 rue Sedaine;Paris 11e;14-39 €;2022-10-14;2024-03-03;14.0;39.0;;26.5;(48.856738, 2.374009)
36;Le Bourgeois gentilhomme;Comédie-Française - Salle Richelieu;Du 17 novembre 2023 au 15 janvier 2024;place Colette;Paris 1er;unknown;2023-11-17;2024-01-15;;;unknown;unknown;(48.863335, 2.336271)
37;Lapin;Théâtre Édouard VII;Du 21 septembre 2023 au 6 janvier 2024;10 place Édouard VII;Paris 9e;15-120 €;2023-09-21;2024-01-06;15.0;120.0;;67.5;(48.871314, 2.329345)
38;Un léger doute;Théâtre de la Renaissance;Du 29 septembre 2023 au 7 janvier 2024;20 boulevard Saint-Martin;Paris 10e;16-89 €;2023-09-29;2024-01-07;16.0;89.0;;52.5;(48.869011, 2.356402)
39;Une journée particulière;Théâtre de l'Atelier;Du 2 décembre 2023 au 31 décembre 2023;1 place Charles-Dullin;Paris 18e;unknown;2023-12-02;2023-12-31;;;unknown;unknown;(48.88338, 2.342473)
40;Les Téméraires;Comédie Bastille;Du 7 septembre 2023 au 16 juin 2024;5 rue Nicolas-Appert;Paris 11e;13-64 €;2023-09-07;2024-06-16;13.0;64.0;;38.5;(48.858841, 2.370225)
41;Kessel, la liberté à tout prix;Théâtre du Lucernaire;Du 30 août 2023 au 7 janvier 2024;53 rue Notre-Dame-des-Champs;Paris 6e;unknown;2023-08-30;2024-01-07;;;unknown;unknown;(48.844242, 2.330403)
42;Kessel, la liberté à tout prix;Théâtre Rive Gauche;Du 12 janvier 2024 au 21 avril 2024;6 rue de la Gaîté;Paris 14e;15-31 €;2024-01-12;2024-04-21;15.0;31.0;;23.0;(48.84077, 2.324362)
43;La Fontaine et le confinement;Théâtre Montparnasse;Du 9 octobre 2023 au 4 mars 2024;31 rue de la Gaité;Paris 14e;unknown;2023-10-09;2024-03-04;;;unknown;unknown;(48.839499, 2.323534)
44;Le Misanthrope;Comédie-Française - Salle Richelieu;Du 22 décembre 2023 au 11 février 2024;place Colette;Paris 1er;unknown;2023-12-22;2024-02-11;;;unknown;unknown;(48.863335, 2.336271)
45;Smile;La Scala Paris;Du 27 décembre 2023 au 31 décembre 2023;13 boulevard de Strasbourg;Paris 10e;15-39 €;2023-12-27;2023-12-31;15.0;39.0;;27.0;(48.870299, 2.354572)
46;Moby Dick;Théâtre du Lucernaire;Du 13 décembre 2023 au 3 mars 2024;53 rue Notre-Dame-des-Champs;Paris 6e;16-55 €;2023-12-13;2024-03-03;16.0;55.0;;35.5;(48.844242, 2.330403)
47;Le Repas des fauves;Théâtre Hébertot;Du 14 septembre 2023 au 29 février 2024;78 bis boulevard des Batignolles;Paris 17e;15-55 €;2023-09-14;2024-02-29;15.0;55.0;;35.0;(48.882013, 2.318984)
48;Courageuses;Théâtre Antoine;Du 8 novembre 2023 au 29 décembre 2023;14 boulevard de Strasbourg;Paris 10e;21-50 €;2023-11-08;2023-12-29;21.0;50.0;;35.5;(48.870599, 2.355207)
49;La Reine des neiges, l'histoire oubliée;Comédie-Française - Théâtre du Vieux-Colombier;Du 22 novembre 2023 au 7 janvier 2024;21 rue du Vieux-Colombier;Paris 6e;37 €;2023-11-22;2024-01-07;;;37.0;37.0;(48.851775, 2.330275)
50;Ma version de l'histoire;Théâtre Michel;Du 10 janvier 2024 au 30 mars 2024;38 rue des Mathurins;Paris 8e;17-51 €;2024-01-10;2024-03-30;17.0;51.0;;34.0;(48.873287, 2.32546)
51;Toute l'histoire de la peinture en moins de deux heures;Le 13e Art;Du 9 octobre 2023 au 3 juin 2024;Centre commercial Italie 2, Place d'Italie;Paris 13e;16-68 €;2023-10-09;2024-06-03;16.0;68.0;;42.0;(48.832118, 2.354705)
52;Eldorado 1528;Théâtre Montparnasse;Du 7 septembre 2023 au 31 décembre 2023;31 rue de la Gaité;Paris 14e;15-35 €;2023-09-07;2023-12-31;15.0;35.0;;25.0;(48.839499, 2.323534)
53;Vidéo club;Théâtre Antoine;Du 14 septembre 2023 au 6 janvier 2024;14 boulevard de Strasbourg;Paris 10e;22-119 €;2023-09-14;2024-01-06;22.0;119.0;;70.5;(48.870599, 2.355207)
54;Le Concierge;La Divine Comédie;Du 23 septembre 2023 au 30 mars 2024;2 rue Saulnier;Paris 9e;17-22 €;2023-09-23;2024-03-30;17.0;22.0;;19.5;(48.874212, 2.34436)
55;L'Éducation sentimentale;Théâtre de Poche-Montparnasse;Du 29 août 2023 au 3 mars 2024;75 boulevard du Montparnasse;Paris 6e;24-31 €;2023-08-29;2024-03-03;24.0;31.0;;27.5;(48.843728, 2.324991)
56;Farces et nouvelles de Tchekhov;Théâtre du Lucernaire;Du 8 novembre 2023 au 7 janvier 2024;53 rue Notre-Dame-des-Champs;Paris 6e;33-55 €;2023-11-08;2024-01-07;33.0;55.0;;44.0;(48.844242, 2.330403)
57;Les Fourberies de Scapin;Espace Marais;Du 30 septembre 2023 au 6 janvier 2024;22 rue Beautreillis;Paris 4e;13-37 €;2023-09-30;2024-01-06;13.0;37.0;;25.0;(48.853412, 2.364236)
58;Les Fourberies de Scapin;Comédie-Française - Salle Richelieu;Du 3 février 2024 au 26 juin 2024;place Colette;Paris 1er;unknown;2024-02-03;2024-06-26;;;unknown;unknown;(48.863335, 2.336271)
59;Big Mother;Théâtre des Béliers Parisiens;Du 7 février 2023 au 31 mars 2024;14 bis rue Sainte-Isaure;Paris 18e;40-44 €;2023-02-07;2024-03-31;40.0;44.0;;42.0;(48.89371, 2.344278)
60;Borderline;Théâtre de Passy;Du 7 septembre 2023 au 31 décembre 2023;95 rue de Passy;Paris 16e;15-42 €;2023-09-07;2023-12-31;15.0;42.0;;28.5;(48.858046, 2.275407)
61;Passeport;Théâtre de la Renaissance;Du 26 janvier 2024 au 30 juin 2024;20 boulevard Saint-Martin;Paris 10e;20-66 €;2024-01-26;2024-06-30;20.0;66.0;;43.0;(48.869011, 2.356402)
62;Ils se marièrent et eurent beaucoup… d'emmerdes;Théâtre Le Bourvil;Du 1 octobre 2021 au 29 février 2024;13 rue des Boulets;Paris 11e;14-41 €;2021-10-01;2024-02-29;14.0;41.0;;27.5;(48.850001, 2.390903)
63;Le Montespan;Théâtre Actuel La Bruyère;Du 25 novembre 2023 au 4 février 2024;5 rue La Bruyère;Paris 9e;26-73 €;2023-11-25;2024-02-04;26.0;73.0;;49.5;(48.878915, 2.33639)
64;Une histoire d'amour;Le Splendid;Du 18 octobre 2023 au 21 janvier 2024;48 rue du fbg Saint-Martin;Paris 10e;23-53 €;2023-10-18;2024-01-21;23.0;53.0;;38.0;(48.87071, 2.356726)
65;Piège pour un homme seul;Théâtre de la Michodière;Du 14 septembre 2023 au 31 décembre 2023;4 bis rue de la Michodière;Paris 2e;26-71 €;2023-09-14;2023-12-31;26.0;71.0;;48.5;(48.869328, 2.334658)
66;Le Horla;À la Folie Théâtre;Du 16 novembre 2023 au 4 février 2024;6 rue de la Folie-Méricourt;Paris 11e;22-39 €;2023-11-16;2024-02-04;22.0;39.0;;30.5;(48.861536, 2.374718)
67;Intra Muros;La Pépinière Théâtre;Du 20 septembre 2022 au 5 mai 2024;7 rue Louis-Le-Grand;Paris 2e;22-53 €;2022-09-20;2024-05-05;22.0;53.0;;37.5;(48.868598, 2.332236)
68;Ruy Blas;Théâtre Marigny;Du 27 septembre 2023 au 31 décembre 2023;Carré Marigny;Paris 8e;22-70 €;2023-09-27;2023-12-31;22.0;70.0;;46.0;(48.869995, 2.315462)
69;Un pour tous;Les Enfants du Paradis;Du 22 décembre 2023 au 5 janvier 2024;34 rue Richer;Paris 9e;22-33 €;2023-12-22;2024-01-05;22.0;33.0;;27.5;(48.874091, 2.344527)
70;Un pour tous;Café de la Gare;Le 31 décembre 2023;41 rue du Temple;Paris 4e;29 €;2023-12-31;2023-12-31;;;29.0;29.0;(48.859562, 2.353978)
71;La Guerre des sexes;Les Enfants du Paradis;Du 29 septembre 2023 au 31 mars 2024;34 rue Richer;Paris 9e;19-40 €;2023-09-29;2024-03-31;19.0;40.0;;29.5;(48.874091, 2.344527)
72;Ce soir ou jamais;Théâtre Mélo d'Amélie;Du 1 juillet 2023 au 30 avril 2024;4 rue Marie-Stuart;Paris 2e;11-40 €;2023-07-01;2024-04-30;11.0;40.0;;25.5;(48.865018, 2.348353)
73;Les Crapauds fous;Le Splendid;Du 27 janvier 2023 au 21 janvier 2024;48 rue du fbg Saint-Martin;Paris 10e;34-62 €;2023-01-27;2024-01-21;34.0;62.0;;48.0;(48.87071, 2.356726)
74;Sacré Pan !;Théâtre des Variétés;Du 26 janvier 2024 au 13 avril 2024;7 boulevard Montmartre;Paris 2e;22-57 €;2024-01-26;2024-04-13;22.0;57.0;;39.5;(48.871471, 2.342142)
75;Bienvenue à la Caf;La Comédie du Onzième;Du 26 décembre 2023 au 1 avril 2024;35 rue Sedaine;Paris 11e;10-20 €;2023-12-26;2024-04-01;10.0;20.0;;15.0;(48.856738, 2.374009)
76;Par ici la sortie;Théâtre Edgar;Du 4 février 2023 au 11 mai 2024;58 boulevard Edgar-Quinet;Paris 14e;13-39 €;2023-02-04;2024-05-11;13.0;39.0;;26.0;(48.841509, 2.324432)
77;Sherlock Holmes et le mystère de la vallée de Boscombe;Le Grand Point Virgule;Du 12 juin 2021 au 28 avril 2024;8 bis rue de l'Arrivée;Paris 15e;33 €;2021-06-12;2024-04-28;;;33.0;33.0;(48.843604, 2.322071)
78;Le Père Noël est une ordure;Théâtre du Gymnase;Du 7 octobre 2023 au 6 janvier 2024;38 boulevard de Bonne-Nouvelle;Paris 10e;20-26 €;2023-10-07;2024-01-06;20.0;26.0;;23.0;(48.870746, 2.348839)
79;Le Discours;Théâtre de la Renaissance;Du 12 novembre 2023 au 31 décembre 2023;20 boulevard Saint-Martin;Paris 10e;10-54 €;2023-11-12;2023-12-31;10.0;54.0;;32.0;(48.869011, 2.356402)
80;Interruption;Théâtre Antoine;Du 18 septembre 2023 au 13 février 2024;14 boulevard de Strasbourg;Paris 10e;21-50 €;2023-09-18;2024-02-13;21.0;50.0;;35.5;(48.870599, 2.355207)
81;La Joconde parle enfin;Théâtre de l'Œuvre;Du 15 février 2024 au 31 mars 2024;55 rue de Clichy;Paris 9e;9-43 €;2024-02-15;2024-03-31;9.0;43.0;;26.0;(48.899318, 2.305376)
82;L'Argent de la vieille;Le Théâtre Libre;Du 1 février 2024 au 5 mai 2024;4 boulevard de Strasbourg;Paris 10e;26-71 €;2024-02-01;2024-05-05;26.0;71.0;;48.5;(48.869821, 2.354771)
83;Freud et la femme de chambre;Théâtre Montparnasse;Du 20 janvier 2024 au 7 avril 2024;31 rue de la Gaité;Paris 14e;16-60 €;2024-01-20;2024-04-07;16.0;60.0;;38.0;(48.839499, 2.323534)
84;Courgette;Théâtre Tristan-Bernard;Du 25 août 2023 au 6 janvier 2024;64 rue du Rocher;Paris 8e;33-42 €;2023-08-25;2024-01-06;33.0;42.0;;37.5;(48.878811, 2.31922)
85;Contes et légendes;Théâtre de la Porte Saint-Martin;Du 10 janvier 2024 au 10 mars 2024;18 boulevard Saint-Martin;Paris 10e;29-51 €;2024-01-10;2024-03-10;29.0;51.0;;40.0;(48.868965, 2.356716)
86;12 hommes en colère;Théâtre Hébertot;Du 22 septembre 2023 au 28 janvier 2024;78 bis boulevard des Batignolles;Paris 17e;15-42 €;2023-09-22;2024-01-28;15.0;42.0;;28.5;(48.882013, 2.318984)
87;Les Poupées persanes;La Pépinière Théâtre;Du 14 septembre 2023 au 6 janvier 2024;7 rue Louis-Le-Grand;Paris 2e;33-70 €;2023-09-14;2024-01-06;33.0;70.0;;51.5;(48.868598, 2.332236)
88;Les Poupées persanes;La Pépinière Théâtre;Du 16 mai 2024 au 13 juillet 2024;7 rue Louis-Le-Grand;Paris 2e;22-53 €;2024-05-16;2024-07-13;22.0;53.0;;37.5;(48.868598, 2.332236)
89;Biographie : un jeu;Théâtre Marigny;Du 16 janvier 2024 au 17 mars 2024;Carré Marigny;Paris 8e;20-69 €;2024-01-16;2024-03-17;20.0;69.0;;44.5;(48.869995, 2.315462)
90;La Puce à l'oreille;Comédie-Française - Salle Richelieu;Du 19 septembre 2023 au 1 janvier 2024;place Colette;Paris 1er;unknown;2023-09-19;2024-01-01;;;unknown;unknown;(48.863335, 2.336271)
91;Mata Hari ou la justice des hommes;Théâtre Montparnasse;Du 31 août 2023 au 31 décembre 2023;31 rue de la Gaité;Paris 14e;12-40 €;2023-08-31;2023-12-31;12.0;40.0;;26.0;(48.839499, 2.323534)
92;L'Effet miroir;Théâtre de l'Œuvre;Du 12 octobre 2023 au 13 janvier 2024;55 rue de Clichy;Paris 9e;22-46 €;2023-10-12;2024-01-13;22.0;46.0;;34.0;(48.899318, 2.305376)
93;Bungalow 21;Théâtre de la Madeleine;Du 14 septembre 2023 au 7 janvier 2024;19 rue de Surène;Paris 8e;20-88 €;2023-09-14;2024-01-07;20.0;88.0;;54.0;(48.870982, 2.320443)
94;Bunker : Lettres de Magda Goebbels;Théâtre Tristan-Bernard;Du 1 février 2024 au 28 mars 2024;64 rue du Rocher;Paris 8e;31-39 €;2024-02-01;2024-03-28;31.0;39.0;;35.0;(48.878811, 2.31922)
95;Le Comte de Monte-Cristo;Théâtre L'Essaïon;Du 24 novembre 2023 au 25 février 2024;6 rue Pierre-au-Lard;Paris 4e;11-28 €;2023-11-24;2024-02-25;11.0;28.0;;19.5;(48.859764, 2.353086)
96;Un homme qui boit;Le 13e Art;Du 27 février 2024 au 31 mars 2024;Centre commercial Italie 2, Place d'Italie;Paris 13e;33-63 €;2024-02-27;2024-03-31;33.0;63.0;;48.0;(48.832118, 2.354705)
97;Cyrano de Bergerac;Théâtre Ranelagh;Du 26 octobre 2023 au 12 mai 2024;5 rue des Vignes;Paris 16e;13-44 €;2023-10-26;2024-05-12;13.0;44.0;;28.5;(48.854572, 2.277741)
98;La femme n'existe plus;Théâtre du Rond-Point;Du 6 décembre 2023 au 31 décembre 2023;2 bis avenue Franklin-Roosevelt;Paris 8e;17-34 €;2023-12-06;2023-12-31;17.0;34.0;;25.5;(48.867784, 2.310549)
99;Panique en coulisses;Théâtre des Variétés;Du 27 septembre 2023 au 7 janvier 2024;7 boulevard Montmartre;Paris 2e;15-113 €;2023-09-27;2024-01-07;15.0;113.0;;64.0;(48.871471, 2.342142)
100;La Chute;Théâtre de la Contrescarpe;Du 11 septembre 2023 au 27 février 2024;5 rue Blainville;Paris 5e;12-33 €;2023-09-11;2024-02-27;12.0;33.0;;22.5;(48.844462, 2.348842)
101;Fabrice Luchini lit Victor Hugo;Théâtre de l'Atelier;Du 22 octobre 2024 au 31 octobre 2024;1 place Charles-Dullin;Paris 18e;unknown;2024-10-22;2024-10-31;;;unknown;unknown;(48.88338, 2.342473)
102;Sherlock Holmes et l'aventure du diamant bleu;Le Grand Point Virgule;Du 3 décembre 2021 au 27 avril 2024;8 bis rue de l'Arrivée;Paris 15e;21-33 €;2021-12-03;2024-04-27;21.0;33.0;;27.0;(48.843604, 2.322071)
103;Coupures;Théâtre des Béliers Parisiens;Du 25 août 2023 au 4 janvier 2024;14 bis rue Sainte-Isaure;Paris 18e;30-40 €;2023-08-25;2024-01-04;30.0;40.0;;35.0;(48.89371, 2.344278)
104;L'Échange;Théâtre de Poche-Montparnasse;Du 12 septembre 2023 au 31 décembre 2023;75 boulevard du Montparnasse;Paris 6e;28 €;2023-09-12;2023-12-31;;;28.0;28.0;(48.843728, 2.324991)
105;La Réponse des Hommes;Odéon - Ateliers Berthier;Du 9 janvier 2024 au 20 janvier 2024;1 rue André Suares (angle du bd Berthier);Paris 17e;31-40 €;2024-01-09;2024-01-20;31.0;40.0;;35.5;(48.893831, 2.311595)
106;Lucrèce Borgia;Comédie-Française - Salle Richelieu;Du 17 janvier 2024 au 1 avril 2024;place Colette;Paris 1er;unknown;2024-01-17;2024-04-01;;;unknown;unknown;(48.863335, 2.336271)
107;Pour le meilleur et pour le dire;Café de la Gare;Du 6 octobre 2023 au 28 janvier 2024;41 rue du Temple;Paris 4e;18-29 €;2023-10-06;2024-01-28;18.0;29.0;;23.5;(48.859562, 2.353978)
108;Deux mains, la liberté;Studio Hébertot;Du 14 octobre 2023 au 31 mars 2024;78 bis bd des Batignolles;Paris 17e;22 €;2023-10-14;2024-03-31;;;22.0;22.0;(48.884747, 2.321188)
109;La Folle et Inconvenante Histoire des femmes;Le Funambule Montmartre;Du 23 octobre 2023 au 30 janvier 2024;53 rue des Saules;Paris 18e;11-33 €;2023-10-23;2024-01-30;11.0;33.0;;22.0;(48.890751, 2.340416)
110;Un chapeau de paille d'Italie;Théâtre du Lucernaire;Du 10 janvier 2024 au 17 mars 2024;53 rue Notre-Dame-des-Champs;Paris 6e;16-33 €;2024-01-10;2024-03-17;16.0;33.0;;24.5;(48.844242, 2.330403)
111;Les Desperate Housemen se marient !;Le Grand Point Virgule;Du 15 septembre 2023 au 30 mars 2024;8 bis rue de l'Arrivée;Paris 15e;11-69 €;2023-09-15;2024-03-30;11.0;69.0;;40.0;(48.843604, 2.322071)
112;L'Antichambre;Théâtre Ranelagh;Du 8 septembre 2023 au 14 janvier 2024;5 rue des Vignes;Paris 16e;13-39 €;2023-09-08;2024-01-14;13.0;39.0;;26.0;(48.854572, 2.277741)
113;L'Os à moelle;Artistic Théâtre;Du 21 octobre 2023 au 31 décembre 2023;45 bis rue Richard-Lenoir;Paris 11e;16-50 €;2023-10-21;2023-12-31;16.0;50.0;;33.0;(48.856669, 2.380986)
114;J'aime beaucoup ce que vous faites;Théâtre Mélo d'Amélie;Du 1 septembre 2023 au 6 janvier 2024;4 rue Marie-Stuart;Paris 2e;11-40 €;2023-09-01;2024-01-06;11.0;40.0;;25.5;(48.865018, 2.348353)
115;Jacques et Chirac;Théâtre de la Contrescarpe;Du 16 août 2023 au 29 février 2024;5 rue Blainville;Paris 5e;12-37 €;2023-08-16;2024-02-29;12.0;37.0;;24.5;(48.844462, 2.348842)
116;Je t'aime à l'italienne et à l'algérienne;La Divine Comédie;Du 30 septembre 2023 au 7 janvier 2024;2 rue Saulnier;Paris 9e;18-42 €;2023-09-30;2024-01-07;18.0;42.0;;30.0;(48.874212, 2.34436)
117;Choisis la vie et tu vivras;Théâtre L'Essaïon;Du 22 décembre 2023 au 2 mars 2024;6 rue Pierre-au-Lard;Paris 4e;20-28 €;2023-12-22;2024-03-02;20.0;28.0;;24.0;(48.859764, 2.353086)
118;L'Avare;Théâtre Ranelagh;Du 22 octobre 2023 au 27 avril 2024;5 rue des Vignes;Paris 16e;13-28 €;2023-10-22;2024-04-27;13.0;28.0;;20.5;(48.854572, 2.277741)
119;Le Songe d'une nuit d'été;Théâtre de la Ville - Sarah Bernhardt;Du 16 janvier 2024 au 10 février 2024;2 place du Châtelet;Paris 4e;unknown;2024-01-16;2024-02-10;;;unknown;unknown;(48.857346, 2.34779)
120;Le Tartuffe;Comédie Saint-Michel;Du 9 décembre 2023 au 20 janvier 2024;95 bd Saint-Michel;Paris 5e;18-46 €;2023-12-09;2024-01-20;18.0;46.0;;32.0;(48.844567, 2.339549)
121;La Cantatrice chauve;Théâtre de la Huchette;Du 16 février 1957 au 13 juillet 2024;23 rue de la Huchette;Paris 5e;23 €;1957-02-16;2024-07-13;;;23.0;23.0;(48.853025, 2.345354)
122;Le Silence;Comédie-Française - Théâtre du Vieux-Colombier;Du 31 janvier 2024 au 10 mars 2024;21 rue du Vieux-Colombier;Paris 6e;37 €;2024-01-31;2024-03-10;;;37.0;37.0;(48.851775, 2.330275)
123;Les Quatre Sœurs March;Théâtre Ranelagh;Du 19 janvier 2024 au 31 mars 2024;5 rue des Vignes;Paris 16e;13-44 €;2024-01-19;2024-03-31;13.0;44.0;;28.5;(48.854572, 2.277741)
